,key_index,stat,admin_name,admin_level,pop_group
297,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant,8,bekaa,admin1,Migrant
298,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ Lebanese,13,bent_jbeil,admin2,Lebanese
299,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ chouf ~/~ pop_group ~/~ Lebanese,20,chouf,admin2,Lebanese
300,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ Lebanese,13,hasbaya,admin2,Lebanese
301,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ hermel ~/~ pop_group ~/~ Lebanese,18,hermel,admin2,Lebanese
302,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ Lebanese,23,jbeil,admin2,Lebanese
303,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ Lebanese,7,jezzine,admin2,Lebanese
304,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ Lebanese,16,kesrwane,admin2,Lebanese
305,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ koura ~/~ pop_group ~/~ Lebanese,15,koura,admin2,Lebanese
306,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ Lebanese,5,marjaayoun,admin2,Lebanese
307,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ meten ~/~ pop_group ~/~ Lebanese,11,meten,admin2,Lebanese
308,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ Lebanese,15,minieh_dennie,admin2,Lebanese
309,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant,0,mnt_lbn,admin1,Migrant
310,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant,0,nabatieh,admin1,Migrant
311,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant,0,north,admin1,Migrant
312,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ north ~/~ pop_group ~/~ prl,3,north,admin1,Palestine Refugees from Lebanon
313,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ Lebanese,33,rachaya,admin2,Lebanese
314,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ saida ~/~ pop_group ~/~ Lebanese,21,saida,admin2,Lebanese
315,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ sour ~/~ pop_group ~/~ Lebanese,21,sour,admin2,Lebanese
316,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant,0,south,admin1,Migrant
317,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ south ~/~ pop_group ~/~ prl,0,south,admin1,Palestine Refugees from Lebanon
318,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ Lebanese,13,tripoli,admin2,Lebanese
319,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ Lebanese,31,w_bekaa,admin2,Lebanese
320,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ zahle ~/~ pop_group ~/~ Lebanese,37,zahle,admin2,Lebanese
321,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ only_speak_to_local_leaders_head_men @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ Lebanese,8,zgharta,admin2,Lebanese
322,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ akkar ~/~ pop_group ~/~ Lebanese,41,akkar,admin2,Lebanese
323,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant,0,akkar,admin1,Migrant
324,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl,33,akkar,admin1,Palestine Refugees from Lebanon
325,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ aley ~/~ pop_group ~/~ Lebanese,12,aley,admin2,Lebanese
326,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ baabda ~/~ pop_group ~/~ Lebanese,15,baabda,admin2,Lebanese
327,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ Lebanese,22,baalbek,admin2,Lebanese
328,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant,0,baalbek_hermel,admin1,Migrant
329,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl,29,baalbek_hermel,admin1,Palestine Refugees from Lebanon
330,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ batroun ~/~ pop_group ~/~ Lebanese,55,batroun,admin2,Lebanese
331,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ Lebanese,19,bcharre,admin2,Lebanese
332,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ beirut ~/~ pop_group ~/~ Lebanese,12,beirut,admin2,Lebanese
333,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant,33,beirut,admin1,Migrant
334,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl,17,beirut,admin1,Palestine Refugees from Lebanon
335,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant,0,bekaa,admin1,Migrant
336,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ Lebanese,0,bent_jbeil,admin2,Lebanese
337,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ chouf ~/~ pop_group ~/~ Lebanese,13,chouf,admin2,Lebanese
338,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ Lebanese,33,hasbaya,admin2,Lebanese
339,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ hermel ~/~ pop_group ~/~ Lebanese,18,hermel,admin2,Lebanese
340,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ Lebanese,40,jbeil,admin2,Lebanese
341,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ Lebanese,8,jezzine,admin2,Lebanese
342,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ Lebanese,21,kesrwane,admin2,Lebanese
343,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ koura ~/~ pop_group ~/~ Lebanese,46,koura,admin2,Lebanese
344,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ Lebanese,15,marjaayoun,admin2,Lebanese
345,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ meten ~/~ pop_group ~/~ Lebanese,11,meten,admin2,Lebanese
346,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ Lebanese,83,minieh_dennie,admin2,Lebanese
347,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant,12,mnt_lbn,admin1,Migrant
348,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant,33,nabatieh,admin1,Migrant
349,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant,9,north,admin1,Migrant
350,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ north ~/~ pop_group ~/~ prl,3,north,admin1,Palestine Refugees from Lebanon
351,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ Lebanese,17,rachaya,admin2,Lebanese
352,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ saida ~/~ pop_group ~/~ Lebanese,19,saida,admin2,Lebanese
353,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ sour ~/~ pop_group ~/~ Lebanese,26,sour,admin2,Lebanese
354,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant,38,south,admin1,Migrant
355,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ south ~/~ pop_group ~/~ prl,9,south,admin1,Palestine Refugees from Lebanon
356,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ Lebanese,46,tripoli,admin2,Lebanese
357,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ Lebanese,22,w_bekaa,admin2,Lebanese
358,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ zahle ~/~ pop_group ~/~ Lebanese,24,zahle,admin2,Lebanese
359,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ when_we_give_them_feedback_or_make_complaints_nothing_changes @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ Lebanese,31,zgharta,admin2,Lebanese
360,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ akkar ~/~ pop_group ~/~ Lebanese,15,akkar,admin2,Lebanese
361,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant,25,akkar,admin1,Migrant
362,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl,7,akkar,admin1,Palestine Refugees from Lebanon
363,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ aley ~/~ pop_group ~/~ Lebanese,12,aley,admin2,Lebanese
364,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ baabda ~/~ pop_group ~/~ Lebanese,8,baabda,admin2,Lebanese
365,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ Lebanese,12,baalbek,admin2,Lebanese
366,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant,0,baalbek_hermel,admin1,Migrant
367,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl,21,baalbek_hermel,admin1,Palestine Refugees from Lebanon
368,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ batroun ~/~ pop_group ~/~ Lebanese,18,batroun,admin2,Lebanese
369,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ Lebanese,6,bcharre,admin2,Lebanese
370,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ beirut ~/~ pop_group ~/~ Lebanese,18,beirut,admin2,Lebanese
371,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant,47,beirut,admin1,Migrant
372,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl,11,beirut,admin1,Palestine Refugees from Lebanon
373,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant,0,bekaa,admin1,Migrant
374,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ Lebanese,65,bent_jbeil,admin2,Lebanese
375,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ chouf ~/~ pop_group ~/~ Lebanese,7,chouf,admin2,Lebanese
376,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ Lebanese,38,hasbaya,admin2,Lebanese
377,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ hermel ~/~ pop_group ~/~ Lebanese,10,hermel,admin2,Lebanese
378,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ Lebanese,33,jbeil,admin2,Lebanese
379,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ Lebanese,28,jezzine,admin2,Lebanese
380,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ Lebanese,0,kesrwane,admin2,Lebanese
381,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ koura ~/~ pop_group ~/~ Lebanese,10,koura,admin2,Lebanese
382,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ Lebanese,68,marjaayoun,admin2,Lebanese
383,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ meten ~/~ pop_group ~/~ Lebanese,16,meten,admin2,Lebanese
384,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ Lebanese,25,minieh_dennie,admin2,Lebanese
385,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant,18,mnt_lbn,admin1,Migrant
386,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant,33,nabatieh,admin1,Migrant
387,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant,9,north,admin1,Migrant
388,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ north ~/~ pop_group ~/~ prl,0,north,admin1,Palestine Refugees from Lebanon
389,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ Lebanese,19,rachaya,admin2,Lebanese
390,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ saida ~/~ pop_group ~/~ Lebanese,17,saida,admin2,Lebanese
391,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ sour ~/~ pop_group ~/~ Lebanese,15,sour,admin2,Lebanese
392,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant,0,south,admin1,Migrant
393,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ south ~/~ pop_group ~/~ prl,0,south,admin1,Palestine Refugees from Lebanon
394,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ Lebanese,14,tripoli,admin2,Lebanese
395,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ Lebanese,24,w_bekaa,admin2,Lebanese
396,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ zahle ~/~ pop_group ~/~ Lebanese,31,zahle,admin2,Lebanese
397,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_provide_enough_information_about_registration_eligibility_or_distributions @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ Lebanese,9,zgharta,admin2,Lebanese
398,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ akkar ~/~ pop_group ~/~ Lebanese,1,akkar,admin2,Lebanese
399,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant,0,akkar,admin1,Migrant
400,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl,0,akkar,admin1,Palestine Refugees from Lebanon
401,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ aley ~/~ pop_group ~/~ Lebanese,8,aley,admin2,Lebanese
402,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ baabda ~/~ pop_group ~/~ Lebanese,23,baabda,admin2,Lebanese
403,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ Lebanese,0,baalbek,admin2,Lebanese
404,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant,0,baalbek_hermel,admin1,Migrant
405,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl,4,baalbek_hermel,admin1,Palestine Refugees from Lebanon
406,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ batroun ~/~ pop_group ~/~ Lebanese,0,batroun,admin2,Lebanese
407,prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ Lebanese,0,bcharre,admin2,Lebanese
